user_id,cohort_month,city,treatment_city,post_launch,did,age,income,prior_orders_90d,prior_spend_90d,app_sessions_30d,days_since_last_purchase,premium_member,mobile_app_user,marketing_emails_30d,discount_received,retained_30d,spend_30d
2592,2025-01-01,Phoenix,0,0,0,53,65861,2,194.04,14,13,0,1,5,1,0,61.93
2593,2025-07-01,Chicago,0,1,0,18,82381,3,98.81,12,16,0,1,5,1,1,79.48
2594,2025-09-01,Phoenix,0,1,0,42,89100,4,269.02,14,11,0,0,4,0,0,85.35
2595,2025-03-01,Austin,1,0,0,23,68707,8,424.66,13,18,0,1,4,1,0,110.14
2596,2025-12-01,Seattle,1,1,1,39,120180,4,396.89,12,9,0,0,2,0,0,119.51
2597,2025-05-01,Dallas,0,0,0,43,46010,5,287.16,14,26,0,1,6,0,1,156.37
2598,2025-04-01,New York,1,0,0,22,41695,2,272.44,12,10,0,0,5,0,0,65.32
2599,2025-05-01,Boston,1,0,0,45,84368,2,150.06,8,33,0,0,7,0,0,31.25
2600,2025-02-01,Dallas,0,0,0,30,108058,2,201.75,5,0,0,1,6,0,0,53.1
2601,2025-05-01,Denver,0,0,0,34,101197,3,46.67,9,48,0,0,3,0,1,106.78
2602,2025-06-01,New York,1,0,0,23,59302,1,147.06,15,27,0,1,3,0,0,46.61
2603,2025-06-01,New York,1,0,0,18,79144,7,317.72,10,19,0,0,2,0,0,71.0
2604,2025-03-01,Phoenix,0,0,0,27,87381,3,284.31,9,2,0,1,8,1,1,119.61
2605,2025-09-01,Austin,1,1,1,33,51407,4,182.57,11,1,0,1,5,0,0,47.9
2606,2025-09-01,Seattle,1,1,1,38,69195,4,250.22,12,11,1,0,7,0,0,62.0
2607,2025-01-01,Boston,1,0,0,23,66306,2,177.29,8,68,1,1,3,0,0,96.07
2608,2025-11-01,New York,1,1,1,18,64163,0,250.7,7,30,0,0,5,0,1,54.96
2609,2025-07-01,New York,1,1,1,25,109374,2,233.6,8,0,0,1,2,0,1,123.64
2610,2025-02-01,Austin,1,0,0,25,72701,0,113.13,11,4,0,1,8,0,0,31.19
2611,2025-08-01,Dallas,0,1,0,22,88740,2,133.85,14,4,0,1,5,1,0,78.75
2612,2025-01-01,Phoenix,0,0,0,20,66855,3,209.37,14,1,1,1,4,1,1,96.38
2613,2025-01-01,Denver,0,0,0,39,45372,3,203.03,13,12,0,0,1,0,0,65.02
2614,2025-10-01,Phoenix,0,1,0,18,35143,8,361.81,18,6,1,1,7,1,0,115.7
2615,2025-11-01,Seattle,1,1,1,47,94577,2,114.06,6,30,1,0,5,0,1,130.15
2616,2025-06-01,Denver,0,0,0,46,26150,3,185.12,12,3,0,0,5,1,0,44.61
2617,2025-10-01,Seattle,1,1,1,26,106715,3,246.08,14,7,0,1,4,1,0,108.69
2618,2025-07-01,Boston,1,1,1,22,79337,4,144.48,6,17,0,1,3,1,1,142.17
2619,2025-02-01,New York,1,0,0,41,89348,2,60.91,12,23,0,1,3,0,0,82.34
2620,2025-03-01,Seattle,1,0,0,44,101458,4,323.15,11,2,0,0,6,1,1,161.0
2621,2025-08-01,Dallas,0,1,0,36,51684,3,190.77,6,5,0,1,3,1,1,160.65
2622,2025-05-01,Dallas,0,0,0,33,103433,7,327.84,11,52,0,0,8,1,0,89.18
2623,2025-11-01,Austin,1,1,1,30,69924,1,174.32,16,4,0,1,2,0,1,93.36
2624,2025-05-01,New York,1,0,0,33,65383,2,246.1,10,3,0,1,2,1,0,39.08
2625,2025-07-01,Seattle,1,1,1,43,71654,1,175.7,13,24,1,1,6,0,0,71.4
2626,2025-10-01,Austin,1,1,1,26,83156,2,232.5,14,16,1,1,7,0,1,214.59
2627,2025-08-01,Denver,0,1,0,45,78101,8,405.94,13,18,0,1,5,1,1,172.28
2628,2025-07-01,Chicago,0,1,0,20,47523,2,234.26,6,66,0,1,4,0,0,50.04
2629,2025-02-01,Seattle,1,0,0,39,90244,4,290.58,7,50,0,1,2,0,1,148.95
2630,2025-12-01,Denver,0,1,0,25,37655,6,226.38,15,4,0,1,8,0,1,89.32
2631,2025-11-01,Phoenix,0,1,0,34,76824,4,182.37,16,29,0,0,2,0,1,86.8
2632,2025-09-01,New York,1,1,1,26,112307,2,123.73,10,30,1,0,10,0,1,88.91
2633,2025-10-01,Dallas,0,1,0,25,82504,5,343.24,13,7,1,0,8,0,1,154.47
2634,2025-08-01,Chicago,0,1,0,32,80395,4,280.28,11,13,0,1,3,0,1,109.78
2635,2025-07-01,Chicago,0,1,0,42,121364,1,169.0,7,15,0,0,5,0,0,34.83
2636,2025-05-01,Austin,1,0,0,36,47181,0,95.74,7,18,1,0,5,0,1,109.85
2637,2025-08-01,Austin,1,1,1,29,33921,3,168.34,15,4,1,1,4,0,1,124.15
2638,2025-08-01,Seattle,1,1,1,37,71079,2,148.82,9,8,0,1,4,1,0,69.79
2639,2025-07-01,Dallas,0,1,0,45,82746,7,386.11,17,3,1,1,3,0,0,100.57
2640,2025-01-01,Phoenix,0,0,0,39,66392,4,106.24,12,42,1,1,3,0,0,74.79
2641,2025-06-01,Chicago,0,0,0,46,59176,1,168.74,3,21,0,1,11,1,1,74.24
2642,2025-02-01,Dallas,0,0,0,18,108287,4,224.48,11,10,0,0,8,1,1,61.05
2643,2025-08-01,Phoenix,0,1,0,29,47592,4,212.57,9,4,0,0,0,0,0,47.57
2644,2025-08-01,New York,1,1,1,23,73588,3,243.09,9,1,0,0,5,1,0,84.84
2645,2025-11-01,Boston,1,1,1,24,49551,3,154.82,11,23,0,1,6,0,1,141.77
2646,2025-07-01,Denver,0,1,0,45,93964,3,161.65,12,50,0,1,0,0,0,44.65
2647,2025-06-01,Seattle,1,0,0,54,70671,3,156.01,8,5,0,0,10,0,1,89.5
2648,2025-08-01,Boston,1,1,1,32,71216,4,340.63,12,52,0,1,3,1,1,125.78
2649,2025-07-01,New York,1,1,1,32,48638,1,21.9,15,20,0,1,5,0,0,87.08
2650,2025-01-01,Denver,0,0,0,33,56276,4,294.96,9,8,1,1,2,1,1,127.57
2651,2025-06-01,Phoenix,0,0,0,29,94290,4,215.55,14,1,0,1,8,1,0,71.1
2652,2025-07-01,New York,1,1,1,43,31723,3,239.25,10,12,1,1,4,0,1,176.95
2653,2025-09-01,Boston,1,1,1,38,80493,6,453.13,17,2,0,0,1,0,0,64.46
2654,2025-07-01,Phoenix,0,1,0,48,90475,5,255.73,11,8,1,1,6,0,1,123.3
2655,2025-12-01,Denver,0,1,0,27,106243,2,287.15,11,6,0,0,4,0,1,122.28
2656,2025-01-01,Seattle,1,0,0,32,88534,3,183.76,10,3,0,1,2,0,0,83.92
2657,2025-09-01,Seattle,1,1,1,41,67651,2,147.73,11,13,0,1,7,0,0,36.85
2658,2025-09-01,Boston,1,1,1,27,107775,1,290.88,4,2,1,1,6,0,1,143.39
2659,2025-08-01,Phoenix,0,1,0,22,90015,4,356.18,16,2,0,1,9,1,0,109.83
2660,2025-09-01,Seattle,1,1,1,24,65539,3,154.5,12,0,1,1,6,1,1,114.67
2661,2025-01-01,Austin,1,0,0,32,59689,5,389.26,9,36,0,1,2,1,1,188.82
2662,2025-12-01,Phoenix,0,1,0,29,108295,4,301.97,10,32,0,0,2,1,0,62.42
2663,2025-05-01,Boston,1,0,0,41,65969,4,347.77,13,1,0,0,5,0,0,110.46
2664,2025-07-01,Dallas,0,1,0,22,76366,4,297.66,10,16,0,0,5,0,0,38.22
2665,2025-05-01,Chicago,0,0,0,35,53518,2,242.87,7,48,1,0,8,0,1,90.4
2666,2025-09-01,Austin,1,1,1,18,72364,2,188.18,10,10,0,0,8,1,0,87.92
2667,2025-01-01,Phoenix,0,0,0,40,65511,2,215.98,10,6,0,1,5,0,1,104.0
2668,2025-12-01,Austin,1,1,1,35,61220,3,112.0,9,25,1,1,6,0,1,134.62
2669,2025-02-01,Dallas,0,0,0,47,97652,5,399.5,13,7,0,1,6,0,0,118.32
2670,2025-03-01,Chicago,0,0,0,40,72831,2,101.35,9,0,1,0,2,1,1,89.07
2671,2025-04-01,New York,1,0,0,35,132677,3,269.76,12,1,0,1,7,1,0,24.02
2672,2025-03-01,Seattle,1,0,0,32,51686,2,133.52,12,6,0,0,8,0,1,112.67
2673,2025-05-01,Austin,1,0,0,30,38176,2,156.85,12,5,1,0,4,0,1,66.99
2674,2025-08-01,Seattle,1,1,1,41,67932,3,246.03,12,22,0,0,4,1,0,82.47
2675,2025-09-01,Boston,1,1,1,40,73753,1,227.17,18,0,0,1,8,0,1,75.63
2676,2025-12-01,New York,1,1,1,32,65558,4,240.23,10,41,0,0,3,1,1,152.67
2677,2025-05-01,Dallas,0,0,0,48,66649,4,198.17,12,16,0,0,6,0,0,60.3
2678,2025-05-01,Denver,0,0,0,27,87130,1,217.46,10,20,0,0,3,0,0,64.55
2679,2025-07-01,Boston,1,1,1,55,60174,1,175.75,8,14,0,1,4,0,0,94.71
2680,2025-07-01,Seattle,1,1,1,18,110133,5,214.63,12,0,0,1,3,1,1,136.5
2681,2025-08-01,Dallas,0,1,0,18,36736,5,388.52,9,2,1,1,1,1,1,146.97
2682,2025-12-01,Phoenix,0,1,0,18,85780,6,315.91,13,7,0,0,4,0,0,40.69
2683,2025-01-01,Dallas,0,0,0,29,80854,2,222.05,10,5,1,1,3,1,0,60.15
2684,2025-08-01,Boston,1,1,1,28,73585,4,276.46,5,21,1,1,4,0,1,161.47
2685,2025-12-01,Phoenix,0,1,0,42,102699,5,252.94,13,35,1,1,5,0,1,114.62
2686,2025-09-01,Austin,1,1,1,21,105715,1,131.24,8,27,1,1,5,0,0,65.28
2687,2025-03-01,Phoenix,0,0,0,34,77349,9,469.0,8,12,0,1,6,0,0,89.98
2688,2025-01-01,New York,1,0,0,23,67103,0,242.72,11,13,1,1,2,1,0,53.3
2689,2025-07-01,Dallas,0,1,0,27,20000,4,230.79,13,7,0,1,7,0,0,88.16
2690,2025-11-01,Phoenix,0,1,0,19,85010,5,287.59,24,2,1,1,7,0,1,135.99
2691,2025-10-01,Austin,1,1,1,21,44819,1,117.7,3,17,1,1,7,1,0,69.23
2692,2025-02-01,Chicago,0,0,0,50,102995,7,312.22,25,12,0,0,2,0,0,40.78
2693,2025-12-01,Denver,0,1,0,32,65372,3,174.39,15,14,1,0,5,0,1,136.18
2694,2025-04-01,New York,1,0,0,29,50641,4,245.22,17,2,0,1,7,1,1,149.19
2695,2025-04-01,Phoenix,0,0,0,22,77970,3,212.45,12,13,1,1,5,0,0,76.97
2696,2025-05-01,Dallas,0,0,0,39,40650,7,376.09,17,9,0,1,3,1,0,125.92
2697,2025-02-01,Boston,1,0,0,37,84793,2,152.3,10,11,0,1,5,1,0,30.04
2698,2025-01-01,New York,1,0,0,27,22002,3,311.38,12,6,0,1,5,0,0,65.03
2699,2025-03-01,Denver,0,0,0,18,44746,2,252.33,15,0,0,1,4,0,1,101.25
2700,2025-06-01,Denver,0,0,0,19,106387,3,226.19,8,3,0,0,4,1,1,79.93
2701,2025-10-01,Seattle,1,1,1,36,82287,4,223.14,12,0,0,1,6,1,0,74.61
2702,2025-04-01,Austin,1,0,0,20,76280,5,286.6,7,1,0,1,6,0,0,108.59
2703,2025-09-01,Seattle,1,1,1,27,49067,9,527.02,21,16,0,1,6,0,1,154.35
2704,2025-08-01,Denver,0,1,0,33,43585,2,231.55,9,6,1,0,8,0,1,123.43
2705,2025-11-01,New York,1,1,1,37,102942,3,326.68,8,1,0,1,4,1,1,115.95
2706,2025-02-01,Austin,1,0,0,29,86279,4,260.24,6,25,0,0,6,0,0,56.19
2707,2025-05-01,Boston,1,0,0,38,71229,3,248.47,8,12,0,1,9,1,1,112.07
2708,2025-04-01,Chicago,0,0,0,41,95997,2,247.87,9,14,0,1,2,1,0,46.23
2709,2025-06-01,Austin,1,0,0,36,36284,1,114.54,6,23,1,1,3,0,0,105.3
2710,2025-05-01,Denver,0,0,0,27,97625,2,133.2,9,2,0,1,5,1,0,88.66
2711,2025-07-01,Austin,1,1,1,31,41050,3,221.94,25,15,0,1,5,0,1,133.73
2712,2025-05-01,New York,1,0,0,36,72350,1,133.96,11,89,0,1,6,0,0,2.03
2713,2025-05-01,Austin,1,0,0,23,90611,2,158.58,10,15,1,1,5,0,1,154.21
2714,2025-07-01,Boston,1,1,1,43,84107,4,275.27,13,5,0,1,3,1,0,100.67
2715,2025-11-01,Seattle,1,1,1,42,69504,0,90.38,13,6,0,1,3,1,0,79.66
2716,2025-10-01,Denver,0,1,0,34,55132,5,263.41,9,1,1,1,8,1,0,131.77
2717,2025-06-01,Chicago,0,0,0,40,66148,0,142.13,9,24,0,0,4,0,0,31.3
2718,2025-01-01,Seattle,1,0,0,28,106714,6,432.96,10,3,1,1,1,0,0,125.45
2719,2025-02-01,Austin,1,0,0,28,96724,6,341.73,8,4,0,1,2,1,0,104.07
2720,2025-09-01,Seattle,1,1,1,29,84501,4,232.43,10,50,0,0,7,1,0,126.54
2721,2025-01-01,Phoenix,0,0,0,29,48646,6,356.89,16,17,0,0,7,0,1,143.7
2722,2025-06-01,Seattle,1,0,0,45,49978,3,203.41,9,2,0,1,6,0,0,61.1
2723,2025-06-01,Dallas,0,0,0,22,55105,3,262.82,13,5,0,1,6,0,0,32.96
2724,2025-08-01,Phoenix,0,1,0,37,73277,3,219.34,15,15,1,1,7,0,0,46.36
2725,2025-11-01,Seattle,1,1,1,47,70088,1,226.65,9,7,0,1,7,0,0,61.91
2726,2025-04-01,Dallas,0,0,0,36,58863,4,186.3,16,45,0,1,6,1,0,98.99
2727,2025-05-01,Boston,1,0,0,33,46499,5,301.46,11,14,0,1,6,0,1,149.05
2728,2025-08-01,Boston,1,1,1,19,94308,5,352.72,11,8,0,1,7,0,0,128.67
2729,2025-05-01,Dallas,0,0,0,22,84337,3,347.13,11,29,1,1,3,1,1,142.59
2730,2025-04-01,New York,1,0,0,40,48152,3,226.26,10,32,0,1,8,1,1,132.26
2731,2025-03-01,Dallas,0,0,0,41,58206,3,231.38,11,46,0,1,3,0,0,73.13
2732,2025-05-01,Seattle,1,0,0,38,63925,7,346.3,14,17,0,1,1,0,1,129.05
2733,2025-08-01,Boston,1,1,1,51,97013,2,178.85,9,14,0,0,5,0,0,87.49
2734,2025-08-01,Denver,0,1,0,56,93624,6,263.62,15,2,0,1,5,0,1,134.3
2735,2025-07-01,New York,1,1,1,33,79365,2,179.81,10,10,1,1,6,0,1,161.12
2736,2025-05-01,Phoenix,0,0,0,30,74440,4,285.67,7,17,1,1,4,0,0,59.73
2737,2025-03-01,Dallas,0,0,0,52,83371,2,180.09,11,50,0,1,7,0,0,59.11
2738,2025-12-01,Phoenix,0,1,0,39,42118,3,281.59,11,9,0,1,6,0,1,98.43
2739,2025-08-01,Boston,1,1,1,34,37944,3,291.27,11,7,0,0,2,0,1,56.14
2740,2025-08-01,Chicago,0,1,0,33,92521,7,443.22,13,5,0,1,5,0,1,218.59
2741,2025-02-01,Phoenix,0,0,0,22,68128,5,263.0,18,12,0,1,2,0,0,130.12
2742,2025-04-01,New York,1,0,0,50,68433,2,126.08,7,17,0,0,4,1,1,65.35
2743,2025-12-01,Denver,0,1,0,40,25515,7,378.88,14,4,1,1,10,1,1,149.77
2744,2025-09-01,Seattle,1,1,1,24,68704,0,114.48,11,13,0,0,3,0,1,94.32
2745,2025-11-01,Phoenix,0,1,0,36,44258,3,241.42,13,12,0,1,4,0,0,73.06
2746,2025-11-01,Phoenix,0,1,0,18,128585,4,290.54,13,7,0,1,3,0,0,54.29
2747,2025-08-01,Phoenix,0,1,0,23,63943,6,290.56,13,8,0,0,7,0,1,60.75
2748,2025-02-01,Chicago,0,0,0,44,73364,4,300.85,11,20,0,0,3,0,1,94.36
2749,2025-04-01,Phoenix,0,0,0,31,32064,5,268.58,22,12,0,0,5,0,1,96.97
2750,2025-01-01,Phoenix,0,0,0,40,78396,2,143.79,8,0,1,1,4,0,0,58.19
2751,2025-12-01,Chicago,0,1,0,28,69031,6,399.26,15,3,1,1,2,0,1,137.36
2752,2025-02-01,Austin,1,0,0,37,97887,3,377.23,11,27,1,1,2,0,0,50.04
2753,2025-08-01,New York,1,1,1,34,118703,4,137.86,3,20,0,1,2,0,1,111.52
2754,2025-02-01,Phoenix,0,0,0,24,59472,1,139.03,9,74,0,1,9,0,0,56.96
2755,2025-07-01,Boston,1,1,1,47,97136,1,159.05,7,6,0,1,3,1,0,57.05
2756,2025-12-01,Phoenix,0,1,0,27,65431,1,189.16,6,18,0,1,12,0,1,104.01
2757,2025-12-01,Denver,0,1,0,19,77848,2,136.31,10,7,0,1,3,1,0,102.64
2758,2025-07-01,Chicago,0,1,0,34,80754,2,289.1,16,17,0,1,2,0,0,94.27
2759,2025-03-01,Austin,1,0,0,32,47304,7,426.02,8,18,1,0,7,1,1,155.03
2760,2025-10-01,Chicago,0,1,0,41,68253,1,149.46,14,8,0,1,4,0,0,58.61
2761,2025-10-01,Phoenix,0,1,0,45,79954,2,277.92,12,1,1,1,4,1,0,86.75
2762,2025-10-01,New York,1,1,1,47,100038,2,226.57,7,13,0,1,5,0,0,74.66
2763,2025-03-01,Austin,1,0,0,21,47641,1,121.73,9,4,1,0,4,0,0,22.75
2764,2025-05-01,Seattle,1,0,0,31,69121,2,219.69,9,12,1,1,4,0,1,124.37
2765,2025-01-01,Chicago,0,0,0,42,89749,2,125.77,5,23,1,0,4,1,0,78.49
2766,2025-10-01,New York,1,1,1,18,41970,1,146.14,8,31,0,1,8,0,1,73.6
2767,2025-06-01,Boston,1,0,0,49,70503,4,213.13,13,3,1,1,7,0,1,101.39
2768,2025-09-01,Boston,1,1,1,22,68343,3,197.09,9,7,0,0,6,1,1,121.18
2769,2025-12-01,Denver,0,1,0,31,51764,5,141.42,15,17,0,1,4,0,0,73.73
2770,2025-07-01,Dallas,0,1,0,37,143181,2,157.81,9,20,1,1,2,1,0,45.29
2771,2025-11-01,New York,1,1,1,29,45765,1,130.39,3,3,0,1,3,0,1,127.3
2772,2025-08-01,Denver,0,1,0,18,26495,1,189.28,12,36,1,0,4,0,0,42.44
2773,2025-10-01,Austin,1,1,1,26,87385,0,221.99,9,37,0,1,6,1,1,101.4
2774,2025-11-01,Phoenix,0,1,0,18,28893,2,166.21,12,54,0,0,3,0,1,113.46
2775,2025-09-01,Seattle,1,1,1,31,48290,3,216.83,13,10,0,0,1,0,1,101.35
2776,2025-12-01,Denver,0,1,0,35,59828,2,222.87,12,0,0,1,3,1,1,109.05
2777,2025-09-01,Denver,0,1,0,27,85442,0,116.4,6,4,0,1,7,0,1,62.98
2778,2025-12-01,New York,1,1,1,35,43853,3,113.34,11,24,0,1,0,0,1,75.8
2779,2025-01-01,New York,1,0,0,30,97198,6,252.09,20,6,0,1,4,0,0,143.0
2780,2025-10-01,New York,1,1,1,35,87562,1,155.82,7,15,1,1,0,0,1,114.82
2781,2025-07-01,Phoenix,0,1,0,27,68525,1,107.45,8,12,0,1,5,1,0,65.61
2782,2025-02-01,Dallas,0,0,0,41,85988,5,394.73,14,15,1,1,5,1,1,157.79
2783,2025-07-01,Boston,1,1,1,29,56356,3,327.2,12,26,0,1,4,1,0,96.76
2784,2025-12-01,Phoenix,0,1,0,32,65813,5,311.18,13,25,0,0,3,0,0,72.39
2785,2025-08-01,Chicago,0,1,0,44,39125,2,113.53,11,3,1,1,4,1,1,142.02
2786,2025-11-01,Denver,0,1,0,24,104399,4,226.7,9,0,0,0,6,0,0,80.69
2787,2025-02-01,Denver,0,0,0,26,106453,7,352.72,11,9,0,1,5,0,0,94.03
2788,2025-06-01,Boston,1,0,0,25,61261,4,390.72,9,18,0,1,8,0,1,85.97
2789,2025-06-01,Phoenix,0,0,0,18,67997,3,149.45,11,28,0,1,2,0,0,44.0
2790,2025-02-01,Denver,0,0,0,24,90285,1,278.29,6,2,0,1,3,1,1,80.4
2791,2025-07-01,Chicago,0,1,0,36,78023,5,256.69,19,0,0,0,13,0,1,111.38
2792,2025-06-01,Boston,1,0,0,21,55672,4,344.96,11,59,0,0,3,0,0,79.43
2793,2025-12-01,Chicago,0,1,0,40,54975,2,206.4,11,2,0,1,2,1,1,132.61
2794,2025-01-01,Phoenix,0,0,0,36,92381,3,294.52,13,13,1,0,7,1,0,83.18
2795,2025-07-01,Austin,1,1,1,49,66587,2,205.26,7,3,0,1,11,0,1,156.12
2796,2025-01-01,New York,1,0,0,40,56216,0,153.78,9,12,1,1,8,1,0,61.86
2797,2025-10-01,Phoenix,0,1,0,43,45071,2,195.18,14,34,0,1,2,0,0,51.03
2798,2025-12-01,Seattle,1,1,1,21,88646,2,205.47,10,26,0,1,5,0,0,83.2
2799,2025-07-01,Seattle,1,1,1,39,117589,2,205.24,16,24,1,0,2,0,0,9.7
2800,2025-08-01,Denver,0,1,0,18,100423,3,105.18,14,42,1,0,6,0,0,94.56
2801,2025-11-01,Chicago,0,1,0,27,54248,2,209.98,10,2,0,1,6,0,0,73.0
2802,2025-07-01,Dallas,0,1,0,18,63495,5,370.16,14,5,0,0,3,0,1,161.13
2803,2025-09-01,Denver,0,1,0,27,64609,1,65.25,6,3,1,1,5,0,1,103.29
2804,2025-06-01,Denver,0,0,0,32,111422,0,101.42,5,4,0,1,2,1,0,55.97
2805,2025-08-01,Denver,0,1,0,34,92231,1,123.91,7,7,0,1,2,0,1,83.41
2806,2025-11-01,Boston,1,1,1,39,77217,0,172.15,10,6,0,0,2,0,0,9.32
2807,2025-11-01,Boston,1,1,1,18,70183,2,184.79,6,0,0,1,3,0,0,92.96
2808,2025-02-01,Dallas,0,0,0,47,43637,5,367.89,10,0,0,1,2,0,0,97.05
2809,2025-07-01,Dallas,0,1,0,29,29572,1,123.55,7,3,1,1,6,0,1,99.63
2810,2025-07-01,Denver,0,1,0,29,121269,6,302.51,10,3,0,1,6,0,0,112.88
2811,2025-01-01,Boston,1,0,0,22,70603,0,22.1,9,25,0,1,2,0,1,91.8
2812,2025-12-01,Chicago,0,1,0,20,73546,1,98.1,9,48,1,1,5,0,1,105.29
2813,2025-08-01,Austin,1,1,1,22,83233,2,265.84,9,24,0,1,3,0,1,102.63
2814,2025-04-01,Denver,0,0,0,28,54386,3,257.8,16,18,0,0,4,0,0,42.37
2815,2025-05-01,Chicago,0,0,0,22,22306,2,134.5,8,26,0,1,6,0,1,76.96
2816,2025-12-01,Austin,1,1,1,24,20000,3,232.66,12,5,0,1,5,1,1,159.65
2817,2025-02-01,Boston,1,0,0,32,92937,8,445.67,13,22,0,1,3,0,1,123.14
2818,2025-05-01,Dallas,0,0,0,41,65706,4,140.82,2,34,0,0,5,1,0,76.76
2819,2025-09-01,New York,1,1,1,33,50822,4,303.72,12,18,0,1,4,1,0,108.22
2820,2025-09-01,Austin,1,1,1,38,91602,3,278.64,6,4,0,1,3,0,0,97.3
2821,2025-08-01,Austin,1,1,1,18,65218,2,119.34,8,47,0,0,6,0,0,75.33
2822,2025-11-01,Dallas,0,1,0,35,133102,3,148.23,12,6,0,1,4,1,0,55.9
2823,2025-03-01,Austin,1,0,0,29,45124,3,157.62,14,25,0,0,6,1,0,60.98
2824,2025-11-01,Austin,1,1,1,39,98364,2,29.66,11,11,0,0,6,0,0,43.46
2825,2025-05-01,Austin,1,0,0,36,76254,8,360.25,15,23,1,1,6,1,0,132.79
2826,2025-12-01,Phoenix,0,1,0,39,40031,2,215.85,15,2,0,0,8,1,1,72.13
2827,2025-05-01,Dallas,0,0,0,44,71950,2,114.93,13,9,1,1,9,0,0,99.53
2828,2025-10-01,Austin,1,1,1,35,65601,2,176.71,12,23,1,0,9,0,1,124.91
2829,2025-11-01,Phoenix,0,1,0,30,115160,3,196.23,8,3,1,0,3,1,1,129.46
2830,2025-08-01,Seattle,1,1,1,39,36323,4,286.23,7,0,0,1,4,0,1,119.25
2831,2025-11-01,Boston,1,1,1,18,49605,1,143.76,9,1,0,0,6,0,0,63.46
2832,2025-08-01,Boston,1,1,1,30,88987,1,115.64,6,2,1,1,7,0,0,74.95
2833,2025-12-01,Chicago,0,1,0,27,87444,6,344.11,13,45,0,1,5,0,0,84.82
2834,2025-12-01,Seattle,1,1,1,31,102395,1,237.04,12,19,1,1,3,0,0,74.41
2835,2025-04-01,New York,1,0,0,42,53624,4,191.13,14,32,0,1,2,0,0,58.07
2836,2025-08-01,New York,1,1,1,39,41372,2,196.11,12,3,1,1,5,1,0,115.0
2837,2025-09-01,Austin,1,1,1,29,114106,3,150.78,19,13,1,1,3,1,0,106.72
2838,2025-06-01,New York,1,0,0,33,98350,5,233.42,11,4,0,1,6,0,0,83.96
2839,2025-10-01,Seattle,1,1,1,38,65759,5,281.69,10,19,0,0,6,0,1,135.95
2840,2025-01-01,Dallas,0,0,0,43,62608,2,48.9,12,75,0,1,4,1,0,79.2
2841,2025-06-01,Dallas,0,0,0,25,62499,6,348.05,12,4,0,1,4,1,0,68.16
2842,2025-10-01,New York,1,1,1,21,95718,2,107.23,6,3,0,1,5,0,1,95.64
2843,2025-11-01,Dallas,0,1,0,38,82188,3,333.05,11,6,0,1,2,1,0,86.54
2844,2025-05-01,Denver,0,0,0,39,115715,2,163.08,10,27,0,1,4,1,0,77.47
2845,2025-12-01,New York,1,1,1,23,65698,4,369.33,11,47,0,1,7,0,1,150.75
2846,2025-01-01,Dallas,0,0,0,40,70180,1,160.34,9,15,0,1,6,1,0,30.98
2847,2025-01-01,Austin,1,0,0,24,71018,5,307.85,10,21,1,1,2,0,0,151.15
2848,2025-07-01,Denver,0,1,0,36,89284,2,212.43,9,58,0,1,7,0,0,46.29
2849,2025-11-01,Austin,1,1,1,29,28159,3,281.13,10,1,1,1,4,0,0,99.3
2850,2025-11-01,Austin,1,1,1,25,92547,5,515.85,15,1,0,1,2,0,1,100.09
2851,2025-12-01,Phoenix,0,1,0,42,71222,3,109.56,10,0,0,0,7,0,0,78.38
2852,2025-05-01,Boston,1,0,0,37,112331,5,338.78,10,4,1,1,6,1,1,167.79
2853,2025-02-01,Phoenix,0,0,0,50,56499,3,208.05,13,57,0,1,6,1,0,85.8
2854,2025-09-01,Boston,1,1,1,56,83170,8,475.47,13,10,1,1,4,1,1,170.99
2855,2025-10-01,Dallas,0,1,0,38,69668,3,222.11,11,11,0,0,2,0,0,46.52
2856,2025-12-01,Boston,1,1,1,29,40162,4,196.52,5,13,0,0,7,0,1,80.84
2857,2025-06-01,New York,1,0,0,38,75273,2,262.26,8,17,0,1,7,0,1,135.99
2858,2025-09-01,Dallas,0,1,0,27,117667,3,262.43,17,12,0,1,3,0,0,34.71
2859,2025-03-01,Denver,0,0,0,29,86325,4,210.03,13,29,0,0,5,0,0,71.43
2860,2025-03-01,Boston,1,0,0,28,92088,4,273.09,11,1,0,1,4,1,1,157.6
2861,2025-03-01,Boston,1,0,0,43,99100,1,129.1,6,11,1,1,3,0,1,92.71
2862,2025-04-01,Boston,1,0,0,33,92149,4,227.37,11,24,0,1,6,1,1,111.03
2863,2025-02-01,Chicago,0,0,0,23,101058,4,231.4,11,4,1,1,8,0,1,123.27
2864,2025-05-01,Dallas,0,0,0,32,44267,1,97.56,3,11,0,0,8,0,0,18.26
2865,2025-12-01,Seattle,1,1,1,45,41824,2,93.72,11,2,0,0,6,1,1,128.97
2866,2025-09-01,Denver,0,1,0,34,74074,8,401.78,21,3,0,1,7,1,1,147.39
2867,2025-10-01,Seattle,1,1,1,59,114741,2,229.46,5,1,1,0,6,0,0,75.14
2868,2025-12-01,Dallas,0,1,0,23,75687,3,233.16,11,37,0,0,5,0,0,56.69
2869,2025-06-01,Austin,1,0,0,34,143120,2,180.3,17,17,0,1,5,1,0,89.0
2870,2025-08-01,Denver,0,1,0,30,43524,2,327.22,7,3,0,1,9,1,1,129.98
2871,2025-05-01,Seattle,1,0,0,50,89978,2,251.49,8,24,0,1,6,0,0,53.62
